"GEOID","population_25_years_and_over","population_25_years_and_overless_than_9th_grade","population_25_years_and_over9th_to_12th_grade_no_diploma","population_25_years_and_overhigh_school_graduate_includes_equivalency","population_25_years_and_oversome_college_no_degree","population_25_years_and_overassociates_degree","population_25_years_and_overbachelors_degree","population_25_years_and_overgraduate_or_professional_degree","population_25_years_and_overhigh_school_graduate_or_higher","population_25_years_and_overbachelors_degree_or_higher","SHAPE_Length","SHAPE_Area"
"51700",120142,3323,6816,34662,28919,12636,21056,12730,110003,33786,0.976978828282482,0.0184957565169978
"51710",149872,4764,11931,36088,36414,13012,28751,18912,133177,47663,0.63834398552446,0.0162173523063771
"51131",9091,555,730,2874,1694,685,1562,991,7806,2553,1.64651004847116,0.0912188472448405
"51133",9307,327,566,2696,1600,967,1868,1283,8414,3151,1.5372952725506,0.0561929282234895
"51720",2666,145,155,874,679,230,329,254,2366,583,0.307669857966854,0.00196686150900052
"51135",11278,674,1205,4335,2286,937,1343,498,9399,1841,1.43628651515705,0.0829943715754971
"51137",25620,895,1764,9322,5275,1672,4156,2536,22961,6692,1.86474623251825,0.0915834174584969
"51139",17368,1029,1920,7928,3110,844,1468,1069,14419,2537,1.39387758819286,0.083921324997499
"51141",13575,913,1367,4835,2699,1535,1537,689,11295,2226,1.91502831065031,0.12688636096111
"51730",23015,1381,2105,7877,4867,1713,3153,1919,19529,5072,0.393758344537832,0.0060275354814985
"51143",45116,2572,4622,17025,10061,4410,4513,1913,37922,6426,2.89973781530699,0.255946846592023
"51735",8727,161,225,2204,1760,807,1849,1721,8341,3570,0.365643751325351,0.00534873868558129
"51740",65616,1670,4732,20822,18082,6544,8816,4950,59214,13766,0.506489724099248,0.0102823417078714
"51145",22572,430,1520,6749,4796,2064,4845,2168,20622,7013,1.46665776611553,0.0692704733599992
"51147",12562,703,1095,4315,2752,557,1923,1217,10764,3140,1.67411037047398,0.0930486626605015
"51149",29158,878,2409,8799,7123,2834,5036,2079,25871,7115,1.65311634262283,0.0740996680585013
"51153",306248,17529,14242,61443,57742,24389,76944,53959,274477,130903,2.27070478586689,0.0918415538182511
"51155",25477,925,1771,8548,6279,2948,2945,2061,22781,5006,1.54383741050283,0.0864445305835009
"51750",7473,283,298,1492,1843,535,1482,1540,6892,3022,0.322880798325159,0.00262935088550027
"51157",5617,188,276,1799,1108,458,1021,767,5153,1788,1.33500483331206,0.0716430654530004
"51159",6875,459,1066,2228,1274,647,697,504,5350,1201,1.33488607608899,0.0522982864617417
"51760",159960,7525,12092,32708,30685,8030,40123,28797,140343,68920,0.843543950030104,0.0165120180230003
"51161",69624,1680,2841,18838,13250,6970,16986,9059,65103,26045,2.19104596075865,0.0661016057950012
"51770",69949,2655,5547,23913,13280,5803,11430,7321,61747,18751,0.674193981158552,0.011276522806501
"51163",16999,635,1203,6033,3212,1126,2721,2069,15161,4790,2.32705361791163,0.159027697912999
"51165",57112,3288,4593,20893,8614,3914,9429,6381,49231,15810,2.66761871288416,0.228468421353284
"51167",19239,1779,1731,7394,3918,2075,1669,673,15729,2342,1.97730238243465,0.124817395490998
"51775",17155,394,771,4744,3461,2269,3272,2244,15990,5516,0.356667182819421,0.00384354714899945
"51169",16087,1360,1536,5885,3285,1761,1485,775,13191,2260,1.79697494619706,0.140775115448775
"51171",31549,1201,2273,12723,6089,2826,3949,2488,28075,6437,2.05906265451221,0.137574016185644
"51173",21943,1291,2185,8618,4093,2253,2294,1209,18467,3503,1.64839224093831,0.118454412454499
"51175",13389,656,1285,4224,3503,1139,1684,898,11448,2582,2.42202257698163,0.157384467929996
"51177",92722,2459,5348,25127,21367,7403,19008,12010,84915,31018,1.75379306624988,0.110333193386
"51179",98973,2619,4105,21840,20485,8050,25522,16352,92249,41874,1.38326045600733,0.0745033731818788
"51790",18231,419,1103,5904,3759,1518,3241,2287,16709,5528,0.314063674418866,0.00531090995049981
"51800",63420,2220,3609,16781,15299,5858,11843,7810,57591,19653,1.61274162253233,0.108724417715902
"51181",4950,213,511,1589,1163,354,828,292,4226,1120,1.51877915656633,0.0743793011184134
"51183",8133,467,1173,3278,1651,491,742,331,6493,1073,1.84312183714166,0.129067622803005
"51185",29512,2085,2393,11030,6039,3170,3076,1719,25034,4795,2.1499863069729,0.136489799879375
"51810",314320,5342,12097,65299,75702,34498,76292,45090,296881,121382,1.45789243633781,0.0801311165403215
"51187",28140,1080,2206,9632,6766,2130,4066,2260,24854,6326,1.28352104906903,0.0586151133695002
"51191",40117,1965,2893,13818,7606,3946,6288,3601,35259,9889,2.1601539232256,0.147947609415176
"51820",15543,861,1057,5511,2695,1077,2724,1618,13625,4342,0.326037314358706,0.00401461574449967
"51193",13723,820,1464,5457,2715,998,1358,911,11439,2269,1.70511621050748,0.0648464895971272
"51830",7962,193,336,1613,1168,636,2144,1872,7433,4016,0.321234928501867,0.0023935977294993
"51840",18830,977,1419,4992,3866,1231,3798,2547,16434,6345,0.238485290712512,0.00248121429300036
"51195",26203,1954,3768,8859,5130,2665,2342,1485,20481,3827,2.18567718402426,0.106298861844905
"51197",20831,732,1590,7726,4415,2283,2410,1675,18509,4085,1.61419892636903,0.121708852813661
"51199",47176,829,1416,8345,8988,4700,12505,10393,44931,22898,1.25371827436252,0.0328102928305043
"53001",11073,2584,905,3397,1908,760,879,640,7584,1519,3.86945040966254,0.591085468169
"53003",16112,235,1129,4527,4341,2064,2448,1368,14748,3816,2.12166191399895,0.193350160564739
"53005",132817,6392,6484,30781,32098,14390,25915,16757,119941,42672,3.25534681275744,0.531798034293653
"53007",53696,4267,3932,13235,11761,5166,9810,5525,45497,15335,6.13191227761927,0.932364600785996
"53009",59074,1200,3006,14746,15721,6668,10682,7051,54868,17733,5.04659763650768,0.553965554950639
"53011",338510,7344,16334,84308,85885,36451,69721,38467,314832,108188,2.11275800493994,0.196486103581831
"53013",3047,99,174,614,983,360,485,332,2774,817,2.57241839658547,0.26416973296728
"53015",76176,2472,5195,23635,22761,9153,8627,4333,68509,12960,2.98953826874012,0.352082609509891
"53017",28156,2837,2208,8301,6520,2323,4006,1961,23111,5967,4.52158735607227,0.5741761737405
"53019",5487,132,406,1838,1574,554,633,350,4949,983,4.16560173863339,0.711230982299605
"53021",55250,8093,5206,13941,11766,5307,6917,4020,41951,10937,3.39833138122096,0.384182740271496
"53023",1664,17,83,394,509,238,249,174,1564,423,2.57336370825851,0.217646846208399
"53025",59904,6697,5133,16807,14135,6304,7761,3067,48074,10828,4.73066168199449,0.858361146640497
"53027",54397,1643,3733,19067,14351,6726,5553,3324,49021,8877,4.72058833257345,0.594764746696128
"53029",62604,796,2046,13698,17261,6909,13079,8815,59762,21894,3.23859102754502,0.0664198428676666
"53031",27383,139,918,5832,6586,2213,6556,5139,26326,11695,6.36942194337596,0.567611230485692
"53033",1608743,52589,49272,238797,271838,127100,513580,355567,1506882,869147,5.67476643045993,0.677522065749047
"53035",191555,2617,6564,40579,53399,21323,43745,23328,182374,67073,2.44728856212813,0.134360948917074
"53037",27206,542,1531,6832,6255,2436,6347,3263,25133,9610,4.92743114420361,0.716142323504001
"53039",16786,627,955,4497,3899,1587,3082,2139,15204,5221,4.20189401649279,0.57162086177657
"53041",57626,2059,4129,17339,15952,7183,6999,3965,51438,10964,5.10225148245336,0.740529272752011
"53043",7696,140,453,2104,2281,847,1230,641,7103,1871,3.92855998301237,0.724275535319003
"53045",47485,1418,3138,14632,13301,6104,6002,2890,42929,8892,3.76262409225303,0.308609981688505
"53047",29575,2197,2255,8535,7218,3104,4000,2266,25123,6266,7.16223512079636,1.67629387130607
"53049",18066,570,1177,5286,5318,1674,2690,1351,16319,4041,3.94477217587585,0.286849054597703
"53051",9699,149,551,3103,2699,1049,1424,724,8999,2148,3.09635489702969,0.449524780303358
"53053",615128,16067,32677,162800,156372,72452,113875,60885,566384,174760,6.33171900566082,0.520533198727214
"53055",14457,176,444,2372,3104,948,4217,3196,13837,7413,4.90954603714842,0.0609158681706921
"53057",90674,3359,4703,23151,23413,10076,16506,9466,82612,25972,6.66995941310935,0.554361408503181
"53059",9048,131,517,2891,2342,826,1385,956,8400,2341,3.22721336277817,0.507442983858051
"53061",572584,15270,25606,133217,140675,62517,131050,64249,531708,195299,4.59856894169683,0.659641602552341
"53063",364983,6681,14633,84675,95590,48381,73808,41215,343669,115023,3.29312032182841,0.551875038783161
"53065",33122,660,1870,11419,8581,3691,4065,2836,30592,6901,5.28430522791457,0.799037079259724
"53067",205153,4035,7897,44636,51955,22388,45884,28358,193221,74242,3.0054186399762,0.23259303798939
"53069",3390,57,188,1008,875,540,423,299,3145,722,1.46204548289957,0.083601035680106
"53071",40895,2035,2715,8684,10830,5022,6714,4895,36145,11609,3.1760447120564,0.392479270772922
"53073",150367,3087,7139,32806,36028,16599,33686,21022,140141,54708,6.07176738190059,0.68766806243059
"53075",24106,293,828,3695,5220,2584,6050,5436,22985,11486,4.25789271754126,0.665942381631053
"53077",154958,23691,16970,42114,31549,12979,17492,10163,114297,27655,5.80542378551148,1.30733029040849
"54001",10656,387,912,5661,1620,688,821,567,9357,1388,1.50602641571734,0.0925104249180056
"54003",82695,2523,5421,30806,17605,6989,12782,6569,74751,19351,1.57936234279408,0.087195663400815
"54005",15704,732,1769,7418,2622,1396,929,838,13203,1767,2.59406296786389,0.133710434133497
"54007",9401,641,1046,4449,1464,501,867,433,7714,1300,1.74843452930273,0.138456348469994
"54009",16377,267,888,6836,3328,1696,2049,1313,15222,3362,0.793548174783708,0.0254086352931181
"54011",63341,2269,4530,20562,12702,5372,10306,7600,56542,17906,1.56488170171731,0.0769554697651043
"54013",4827,264,480,2571,849,170,367,126,4083,493,1.63799006010996,0.075456057004502
"54015",5614,523,596,2918,663,241,347,326,4495,673,1.35912673667382,0.0919066882515043
"54017",5942,282,699,2730,920,531,499,281,4961,780,1.51907279166924,0.0866615607344968
"54019",29514,1350,3260,12893,5246,1933,3518,1314,24904,4832,2.34032927702728,0.177618241416498
"54021",5176,215,602,2435,649,228,610,437,4359,1047,1.60232602379929,0.0914968728660022
"54023",8109,522,772,4200,1310,380,665,260,6815,925,2.08020414993748,0.129532268542946
"54025",24580,1266,1895,9877,4923,1955,2728,1936,21419,4664,2.96755635800509,0.27192983666679
"54027",17012,797,1394,8004,3292,1384,1358,783,14821,2141,1.95406247419783,0.174385738914324
"54029",21646,640,1536,8667,4479,2475,2466,1383,19470,3849,0.758799507718921,0.0242204607848562
"54031",10483,626,1026,4937,1682,833,724,655,8831,1379,2.10001699198823,0.157426515467681
"54033",47103,1213,4246,18346,8610,3710,6652,4326,41644,10978,1.69998620333509,0.112623325846498
"54035",20052,1020,1113,8669,3540,2244,2141,1325,17919,3466,1.78785130644665,0.126733321779301
"54037",39967,1176,2664,12335,8386,2957,7541,4908,36127,12449,1.30754302841846,0.0572296099870048
"54039",131715,3848,8954,48268,25248,9342,21528,14527,118913,36055,3.09211509860043,0.243109537097998
"54041",12204,476,1057,5799,2190,725,1261,696,10671,1957,1.67170333509353,0.104921004971497
"54043",14632,1028,1754,6754,2920,1042,787,347,11850,1134,2.37827563908048,0.116819857254498
"54045",23668,1247,3409,10690,4118,1547,1434,1223,19012,2657,2.35069641957688,0.120752695988002
"54049",38675,936,2487,15571,7120,3273,5708,3580,35252,9288,1.52983457491371,0.0844923362325021
"54051",22813,218,1455,9950,4382,2389,2622,1797,21140,4419,1.2771176696015,0.085084591870089
"54053",18581,1071,1431,8263,3089,1989,1954,784,16079,2738,1.75872172901015,0.11938537939544
"54047",14315,1271,2367,7257,2041,465,654,260,10677,914,2.07091455916328,0.140983169084475
"54055",42275,2235,3950,16456,8106,2757,5695,3076,36090,8771,1.49984415376571,0.110892170511628
"54057",19468,137,1120,9096,3208,1883,2265,1759,18211,4024,2.0666440962361,0.0891548906267906
"54059",16986,1599,2519,7736,2651,947,781,753,12868,1534,2.62905482529386,0.112169019715874
"54061",66375,1130,3323,16430,10121,4581,14411,16379,61922,30790,1.75710153691201,0.0994646762940511
"54063",9160,483,577,4808,1544,381,879,488,8100,1367,1.91517024981778,0.125091074242277
"54065",12938,329,1038,5662,2436,953,1243,1277,11571,2520,1.50815894378494,0.0623214391866396
"54067",18231,687,1360,8847,3343,1090,1493,1411,16184,2904,2.47121059060028,0.174538515262501
"54069",29854,442,1655,9841,5507,2475,5820,4114,27757,9934,0.713183997469584,0.0297885768578684
"54071",4698,333,465,2421,516,186,555,222,3900,777,2.00069602523605,0.187167511543605
"54073",5563,170,432,2683,1058,556,315,349,4961,664,1.11042206782339,0.0364287414896506
"54075",6114,351,718,2982,825,387,573,278,5045,851,2.70168145303535,0.251314239955606
"54077",25528,1177,2136,12281,4444,1214,2774,1502,22215,4276,1.7791401718602,0.17658492309193
"54079",40522,1210,1841,14775,8307,3582,6608,4199,37471,10807,1.43245621029829,0.0937467620469972
"54081",53489,1947,5256,21319,10775,3590,6590,4012,46286,10602,2.41133533169311,0.161398070701002
"54083",20588,874,1495,10530,3035,1101,2408,1145,18219,3553,3.31771130120827,0.279216049052495
"54085",6343,410,767,3147,933,474,393,219,5166,612,1.91548373188246,0.122477195830002
"54087",10220,621,1395,4671,1363,802,798,570,8204,1368,1.7408276907631,0.129762911993496
"54089",9475,571,910,3901,2050,411,965,667,7994,1632,1.57622967053979,0.0972530693501704
"54091",12318,302,1113,5396,2647,887,1232,741,10903,1973,0.985138173067709,0.0475303715415029
"54093",5390,192,469,2405,923,290,640,471,4729,1111,1.70410695611918,0.113585174396
"54095",6211,268,342,2931,1129,593,631,317,5601,948,1.60861633568902,0.0706802873295296
"54097",16397,788,1361,8299,2254,1030,1623,1042,14248,2665,1.48377353305598,0.0953984241920019
"54099",28281,1395,3774,10780,5269,2205,2729,2129,23112,4858,2.22106028077961,0.136318540145324
"54101",6093,650,645,2865,945,229,553,206,4798,759,1.66259914075244,0.148776019992004
"54103",10532,379,786,5081,1892,865,1085,444,9367,1529,1.77082789730241,0.0981467409771576
"54105",3874,258,445,1548,805,273,358,187,3171,545,1.38622348032824,0.0632421728805025
"54107",60499,1689,3950,21147,13472,7071,8248,4922,54860,13170,1.53115730570217,0.101802643761909
"54109",15690,1344,2197,7328,2149,847,992,833,12149,1825,2.19972053972997,0.132617148748999
"55001",16444,431,1566,6783,3769,1420,1864,611,14447,2475,2.11983281447319,0.199691553712997
"55003",11004,150,535,4142,2599,1481,1413,684,10319,2097,5.43049040518667,0.318890756106764
"55005",33059,1247,1886,11797,6526,4795,4622,2186,29926,6808,2.09033452645759,0.264933729870001
"55007",12314,127,436,3359,2669,1595,2598,1530,11751,4128,3.53008314039347,0.458913812510639
"55009",179330,5691,7978,52402,33600,22660,39866,17133,165661,56999,2.2795974601338,0.156641050199193
"55011",9713,171,649,3833,1775,1379,1377,529,8893,1906,2.23202140535364,0.207557142485674
"55013",12586,188,734,4783,2796,1382,1838,865,11664,2703,2.77488295403445,0.264176922827081
"55015",35997,616,1260,11389,6485,5363,7823,3061,34121,10884,1.42533377776089,0.115556985889002
"55017",46709,1040,2361,15730,9640,7014,7830,3094,43308,10924,2.35816166669751,0.308198399218998
"55019",21525,2348,1352,8521,4185,2325,2034,760,17825,2794,2.43397272444122,0.358554619959
"55021",41607,782,1717,13564,10476,5202,6709,3157,39108,9866,2.49466253512126,0.229269081484
"55023",11724,295,605,4745,2554,1455,1421,649,10824,2070,1.95892010619429,0.171988451157565
"55025",367947,5760,8679,64956,59532,33895,116324,78801,353508,195125,2.52664597248239,0.354223850305998
"55027",64588,1630,3545,26216,13372,7712,8640,3473,59413,12113,2.08958444747895,0.261123739055001
"55029",23080,277,763,6462,5441,2197,5192,2748,22040,7940,3.96925438676585,0.146506465572929
"55031",31592,418,1401,9191,7982,4203,5743,2654,29773,8397,2.76503666059781,0.40701642356058
"55033",27808,439,1226,9044,5628,3188,5396,2887,26143,8283,2.06063810936557,0.255125861553998
"55035",66906,1373,1624,17634,13640,10382,14756,7497,63909,22253,1.97647222987632,0.189785386976504
"55037",3591,76,222,1257,897,398,549,192,3293,741,2.04992599894771,0.149229953457958
"55039",72620,1638,4009,26132,14825,9337,11269,5410,66973,16679,2.23883955135513,0.221671732209998
"55041",6621,167,498,2605,1583,772,753,243,5956,996,2.6687776300204,0.312926881657024
"55043",32445,1193,1304,11023,6385,4799,4874,2867,29948,7741,2.57312005997326,0.337641769495398
"55045",26347,569,1320,9081,5523,3404,4359,2091,24458,6450,1.64910330280403,0.166301287360595
"55047",13382,405,851,5175,2845,1221,1913,972,12126,2885,1.49370840487636,0.110119224379496
"55049",16732,187,509,5775,3855,1968,2925,1513,16036,4438,2.02152251005445,0.219587291971498
"55051",4857,16,192,1594,1155,783,809,308,4649,1117,2.50527911682795,0.242587508422348
"55053",14875,495,916,6286,3125,1663,1566,824,13464,2390,2.77026445445311,0.292279052204504
"55055",59256,1724,2733,18834,13072,6591,11380,4922,54799,16302,1.648648879548,0.166681862339
"55057",19542,403,1485,7957,4455,2217,2120,905,17654,3025,2.57165547832515,0.233697724075502
"55059",114189,3955,5924,32250,26878,11759,21000,12423,104310,33423,1.36755179937914,0.0789754987691266
"55061",14628,268,620,5753,3083,2090,1998,816,13740,2814,1.35328689100211,0.100839154877785
"55063",77700,1276,2097,19758,16848,10387,16963,10371,74327,27334,1.72853241382123,0.13929412446175
"55065",11351,462,498,4581,2185,1421,1510,694,10391,2204,1.79154446455957,0.180489119443953
"55067",14259,327,1090,5855,3063,1648,1542,734,12842,2276,2.45153734187448,0.2635957854595
"55069",21172,472,1089,8768,4334,2540,2758,1211,19611,3969,2.10457956781965,0.269591701885508
"55071",58386,1429,2872,21097,12913,7241,9061,3773,54085,12834,1.79484749915705,0.173415925866742
"55073",95584,2908,3927,31571,18480,13228,17287,8183,88749,25470,3.0566418239942,0.465118615939492
"55075",31126,821,1842,11975,6863,4116,3870,1639,28463,5509,3.84017256619588,0.425166088005006
"55077",11580,225,756,5065,2734,1208,1160,432,10599,1592,1.61309310194246,0.134567125148002
"55078",2430,42,85,997,549,311,270,176,2303,446,1.51535319935405,0.107891645551007
"55079",623215,24408,43109,178071,124876,50761,128469,73521,555698,201990,1.1872043801159,0.0692710004883743
"55081",31074,1360,1521,11189,6884,3694,4374,2052,28193,6426,2.19036794293987,0.2637303377855
"55083",28466,455,1773,11812,5840,3732,3751,1103,26238,4854,3.15753649238,0.30035950106627
"55085",28668,371,1158,9079,6905,3473,4872,2810,27139,7682,2.93753577319189,0.37002637455999
"55087",128961,2388,4956,39515,25057,17457,27516,12072,121617,39588,1.78721209408586,0.188632891489504
"55089",63634,556,1122,13252,11574,5033,19646,12451,61956,32097,1.18727717512,0.0675991819099587
"55091",5289,157,247,1928,1100,659,863,335,4885,1198,1.76804182854941,0.0729912351239943
"55093",26651,266,1036,8272,5855,3389,5253,2580,25349,7833,1.8540894876916,0.174303720843068
"55095",32523,431,1573,11732,7033,4508,5085,2161,30519,7246,2.62614972179271,0.284942078367342
"55097",45562,832,1545,14425,7776,5750,10857,4377,43185,15234,2.11427560516976,0.241040848252503
"55099",10640,163,641,4375,2275,1468,1220,498,9836,1718,2.47379099822511,0.382223123450002
"55101",135096,3704,7490,41240,31742,14727,24075,12118,123902,36193,1.49981038318498,0.0969353915831409
"55103",12280,490,593,5011,2360,1358,1654,814,11197,2468,1.75671828489031,0.169503524938002
"55105",111685,2594,6303,38340,24104,13318,18320,8706,102788,27026,1.87697085240027,0.20651959458735
"55107",10348,333,773,4258,1939,1338,1177,530,9242,1707,2.41747052012433,0.277388104740508
"55111",45686,1162,2595,15128,9623,5810,8051,3317,41929,11368,2.33022027946113,0.244472963533999
"55113",13240,201,674,4526,3039,1461,2086,1253,12365,3339,2.78254962979667,0.405473941449998
"55115",29193,534,1663,12741,5560,3908,3323,1464,26996,4787,2.85355795321602,0.267805243823501
"55117",81841,1633,3327,27812,17721,9880,14455,7013,76881,21468,1.54771768753676,0.149740599157572
"55109",62700,521,1797,15958,12725,8568,16066,7065,60382,23131,2.04766937039549,0.217419547931869
"55119",13888,502,1032,6060,2683,1316,1590,705,12354,2295,2.46353024324771,0.292121925210502
"55121",20697,658,1054,7833,3736,3194,2878,1344,18985,4222,2.28606933826068,0.216712935788151
"55123",20589,1140,831,7636,3732,2409,3209,1632,18618,4841,2.52050604576434,0.235692929017192
"55125",17802,175,695,5697,4412,1765,3219,1839,16932,5058,2.91756682138705,0.306433759262107
"55127",70815,1579,4348,21520,15349,6574,14098,7347,64888,21445,1.64111509264503,0.163973568294444
"55129",12463,245,649,4278,2915,1511,2050,815,11569,2865,2.05325244109584,0.256220715604503
"55131",96531,1090,3720,28273,19566,11831,22095,9956,91721,32051,1.45309608398127,0.125287034048001
"55133",286664,3011,7317,59902,54921,27184,89588,44741,276336,134329,1.64638853695442,0.166046091554005
"55135",37590,669,1957,16189,6778,4382,5430,2185,34964,7615,2.10776322139232,0.224127868203998
"55137",18612,674,1374,7752,4003,1709,2095,1005,16564,3100,1.94618069245519,0.185630925005006
"55139",115862,2004,5384,37563,23400,13584,23838,10089,108474,33927,1.66379111038855,0.168314398676499
"55141",52814,1003,2512,20444,11025,7032,7085,3713,49299,10798,2.05633066175196,0.237029192400497
"56001",21286,272,607,3068,3777,1586,6054,5922,20407,11976,5.3802685316327,1.20630497932764
"56003",7904,247,644,2171,2283,992,1048,519,7013,1567,4.75054578601189,0.926071276269482
"56005",30235,851,1436,10613,7977,3154,3973,2231,27948,6204,4.93422073116178,1.40300598105445
"56007",10057,316,689,3795,2260,975,1580,442,9052,2022,6.62725140227531,2.23076397905479
"56009",9438,316,313,3302,2220,1191,1207,889,8809,2096,4.92722081871648,1.21865759477598
"56011",5030,49,313,1477,1294,676,1042,179,4668,1221,3.702218358107,0.841208548475606
"56013",26320,385,1641,8100,6701,2987,4008,2498,24294,6506,9.15144531278894,2.65118272716449
"56015",8919,194,418,2578,2488,1135,1335,771,8307,2106,3.2958948883114,0.629004119596187
"56017",3355,23,117,878,1080,427,578,252,3215,830,4.65540545548033,0.580229062075488
"56019",6041,59,220,1504,1570,513,1322,853,5762,2175,4.95603382707407,1.21384099025799
"56021",67817,1230,2848,16923,17318,9023,12748,7727,63739,20475,3.76312141489033,0.748414393625292
"56023",12919,135,704,4224,3194,1697,2029,936,12080,2965,5.56351526960697,1.15698308017497
"56025",54112,770,2485,15392,15303,6670,8510,4982,50857,13492,5.16158732993509,1.53671804649901
"56027",1929,48,103,661,544,168,329,76,1778,405,3.47249563162493,0.752281682269318
"56029",21379,261,730,5533,4595,3202,4704,2354,20388,7058,8.01370102437131,2.04204824451202
"56031",6601,86,461,2426,1567,585,703,773,6054,1476,3.17813708505709,0.595334265366491
"56033",21696,271,639,6246,5708,2054,3908,2870,20786,6778,4.7276973546607,0.744156552380724
"56035",6101,25,278,1969,1656,550,1278,345,5798,1623,5.6379487112575,1.405676115072
"56037",27816,678,1351,9069,7280,4044,3452,1942,25787,5394,7.66004822831529,2.93721267254442
"56039",17659,280,421,2984,3164,591,6758,3461,16958,10219,5.08110531031775,1.22444810858481
"56041",13233,394,457,4820,3612,1574,1630,746,12382,2376,3.15855132366217,0.581244783274953
"56043",5423,59,261,1391,1601,692,935,484,5103,1419,4.24672093505951,0.650695341386017
"56045",4892,100,248,1826,1154,664,678,222,4544,900,3.40716036957672,0.695232084633677
"60010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.835444951401149,0.00552539028627092
"60020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.546698323883595,0.00491929598522654
"60030",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0152913564742715,8.33487049993898e-06
"60040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0648699611448109,0.00029969559249968
"60050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.446050429463859,0.00616395123795962
"66010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.40989027369593,0.0466939085869051
"69085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.49098559865346,0.0136774622583101
"69100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.464730853903717,0.00714107735704045
"69110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.679440375227015,0.010002234483695
"69120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.592647888318872,0.00919044532591689
"72001",13018,3233,1307,3881,1157,1565,1592,283,8478,1875,0.620696208776124,0.0148378593310008
"72003",28428,6721,2815,7340,2198,3117,4757,1480,18892,6237,0.422688748869865,0.00689839843641295
"72005",40042,6046,3912,11862,5137,3251,6964,2870,30084,9834,0.434739050900437,0.00812280445855836
"72007",17784,2848,1762,6034,1895,1853,2818,574,13174,3392,0.433580388425225,0.00665645521999981
